customer_id,age,country,customer_segment,kyc_source,primary_device,income_annual_eur,account_age_days,logins_30d,avg_session_min,txn_cnt_30d,avg_txn_amount_eur,cash_in_ratio,cross_border_ratio,failed_txn_rate,support_tickets_90d,chargeback_cnt_90d,disputes_open,pep_flag,sanction_screen_hit,aml_alerts_180d,card_user,fx_trading_user,crypto_user,risk_tier,next_30d_net_revenue_eur
2464,48,DE,Enterprise,Partner,Web,25663.0,275,9,8.12,38,41.1,0.637,0.274,0.135,0,0,1,0,0,0,1,0,0,Medium,-18.37
2465,42,DE,Retail,InApp,iOS,32335.0,553,13,2.42,13,20.31,0.176,0.298,0.067,0,0,0,0,0,2,1,0,0,Medium,-30.29
2466,28,NL,Retail,Web,Android,50543.0,207,8,10.86,24,9.21,0.149,0.113,0.106,2,0,0,0,0,0,1,0,1,Medium,-24.06
2467,33,DE,Retail,Web,Android,41619.0,1409,8,8.98,12,39.91,0.616,0.21,0.207,1,0,0,0,0,0,1,0,0,Low,-50.0
2468,53,DE,Retail,InApp,,,105,12,9.65,16,33.74,0.426,0.435,0.022,3,0,0,0,0,0,1,0,0,Medium,-2.75
2469,19,NL,Retail,Web,Android,27551.0,764,9,6.22,15,24.44,0.618,0.022,0.033,1,0,0,0,0,0,1,0,1,Low,1.35
2470,29,FR,Retail,Partner,iOS,25789.0,238,5,8.94,18,13.13,0.446,0.145,0.138,1,0,0,0,0,0,0,0,1,Low,-41.2
2471,64,FR,Retail,Web,Web,39892.0,614,7,11.9,17,15.44,0.385,0.168,0.227,3,1,0,1,0,1,1,1,0,High,-50.0
2472,23,NL,Retail,Web,Android,74413.0,885,9,5.24,21,27.98,0.742,,0.028,0,0,0,0,0,0,1,0,0,Low,1.67
2473,39,DE,Enterprise,InApp,Web,51053.0,1049,18,9.78,51,107.87,0.354,0.037,0.23,0,0,0,0,0,0,1,1,0,Low,9.61
2474,28,ES,Retail,Web,Android,20674.0,857,8,7.46,14,10.55,0.396,0.049,0.13,1,0,0,0,0,0,1,0,0,Low,-37.44
2475,23,FR,Retail,InApp,iOS,53315.0,645,8,12.17,23,6.85,0.029,0.406,0.065,0,0,0,0,0,0,1,0,0,Low,-18.37
2476,39,BE,Retail,Web,iOS,,426,8,5.32,20,20.74,0.538,,0.229,3,0,0,0,0,0,1,1,0,Low,2.56
2477,45,BE,Retail,InApp,Android,,1205,9,5.92,17,10.85,0.454,,0.209,1,0,1,0,0,0,1,0,0,Medium,-50.0
2478,27,NL,SME,InApp,iOS,32578.0,1022,13,10.44,30,86.2,0.465,0.229,0.125,3,0,0,0,0,0,0,1,0,Medium,42.6
2479,22,ES,Retail,Web,Android,74364.0,1010,9,7.01,14,14.01,0.422,0.224,0.284,1,0,0,0,0,0,1,0,0,Low,-50.0
2480,25,IT,Retail,Web,iOS,23854.0,1156,11,8.98,14,47.38,0.652,0.059,0.008,1,0,0,0,0,1,1,0,1,Low,17.66
2481,51,IT,Retail,InApp,iOS,47018.0,336,10,9.78,20,108.72,0.32,0.532,0.025,1,1,0,0,0,0,1,1,0,Low,104.82
2482,62,DE,Retail,Web,Android,,1470,10,8.14,17,13.28,0.396,0.308,0.023,1,0,0,0,0,0,1,0,0,Low,10.41
2483,27,DE,Enterprise,Partner,Android,53821.0,1379,12,2.35,43,55.95,0.389,0.144,0.018,1,0,0,0,0,0,0,0,0,Medium,24.08
2484,34,NL,Retail,Web,Android,46695.0,663,8,9.5,13,10.7,0.68,0.231,0.091,2,0,0,0,0,0,1,1,0,Medium,-0.31
2485,35,DE,Retail,Web,Android,62073.0,311,12,5.53,15,27.12,0.128,0.174,0.043,0,0,0,0,0,0,1,0,0,Low,4.54
2486,36,DE,SME,Web,Android,,566,9,3.02,22,22.43,0.584,0.287,0.035,0,0,0,0,0,0,1,0,0,Low,11.15
2487,30,FR,SME,Web,Android,30903.0,587,7,12.71,26,56.73,0.358,0.365,0.032,1,1,0,0,0,0,0,1,0,Low,94.12
2488,20,NL,SME,InApp,Android,,1459,13,10.99,24,27.27,0.229,0.529,0.111,1,2,0,0,0,2,1,0,1,Medium,-38.02
2489,45,IT,Retail,InApp,Android,50887.0,438,10,3.88,20,21.16,0.443,0.013,0.078,0,0,0,0,0,0,1,0,0,Low,-14.38
2490,36,NL,Retail,Web,Android,33189.0,1413,9,0.5,16,20.3,0.313,0.112,0.085,1,0,0,0,0,0,1,0,1,Medium,-31.67
2491,35,NL,Retail,Partner,Android,,352,8,6.79,17,32.57,0.334,0.045,0.014,0,0,0,0,0,0,0,0,0,Low,0.39
2492,31,ES,Retail,InApp,iOS,52093.0,1390,11,12.52,16,26.62,0.073,0.074,0.028,0,0,0,0,0,0,1,0,0,Low,0.83
2493,66,UK,Retail,InApp,Android,51485.0,1395,8,4.55,15,16.34,0.366,0.566,0.022,1,1,0,0,0,0,1,0,0,Medium,-18.62
2494,49,DE,Retail,InApp,iOS,49936.0,915,4,,16,9.65,0.453,0.135,0.11,2,2,0,0,0,0,0,0,0,Medium,-50.0
2495,39,FR,Retail,Web,Web,57464.0,167,9,4.22,14,58.26,0.143,0.157,0.091,0,1,0,0,0,1,1,1,0,High,-4.08
2496,28,DE,Retail,Web,Android,55891.0,929,10,8.48,22,17.74,0.418,0.121,0.012,1,0,0,0,0,0,1,0,0,Low,-2.04
2497,59,NL,Retail,InApp,Android,28439.0,1367,5,7.19,26,9.39,0.17,,0.031,0,1,0,0,0,2,1,0,0,Medium,-4.31
2498,64,BE,Retail,,Android,75729.0,1392,11,5.13,13,77.89,0.418,0.344,0.099,1,0,0,0,0,0,1,1,0,Low,15.2
2499,19,DE,Retail,InApp,Android,73502.0,689,8,,16,57.22,0.123,0.163,0.039,0,0,0,0,0,0,1,0,0,Low,1.57
2500,66,FR,Retail,Web,iOS,,723,1,8.21,12,67.3,0.614,0.749,0.07,0,2,0,0,0,0,0,1,0,Low,50.68
2501,54,NL,Retail,InApp,Android,42619.0,580,9,,14,30.75,0.111,,0.02,2,0,0,0,0,0,1,0,0,Low,-14.14
2502,23,UK,Retail,InApp,Web,42894.0,325,8,5.78,16,38.34,0.238,0.106,0.08,1,0,0,0,0,1,1,0,0,Medium,-18.01
2503,57,UK,Retail,InApp,iOS,36820.0,982,7,9.42,13,36.07,0.273,0.076,0.037,0,0,0,0,0,0,1,0,1,Low,2.49
2504,23,NL,Retail,Web,iOS,38890.0,1477,6,7.3,22,43.42,0.481,0.125,0.151,1,0,0,0,0,0,1,0,0,Low,-39.22
2505,20,NL,Retail,InApp,Android,8000.0,405,10,13.52,21,12.68,0.6,,0.31,2,0,0,0,0,1,1,0,0,Medium,-50.0
2506,23,BE,Retail,InApp,iOS,66484.0,1264,7,11.6,21,56.86,0.518,0.245,0.004,2,0,0,0,0,0,0,0,0,Low,2.22
2507,41,UK,Retail,InApp,Android,60839.0,150,7,8.8,18,35.96,0.534,0.089,0.099,2,1,0,0,0,1,1,0,0,High,-47.23
2508,50,UK,Enterprise,Partner,Android,15173.0,90,12,7.74,38,147.32,0.513,0.063,0.087,1,0,0,0,0,0,1,0,1,Low,30.42
2509,39,UK,Retail,InApp,Android,56240.0,1351,9,7.84,19,8.92,0.061,0.245,0.047,0,1,0,0,0,0,0,0,0,Medium,-19.01
2510,24,BE,Retail,InApp,iOS,41877.0,174,8,7.53,13,23.75,0.073,0.027,0.039,1,0,0,0,0,0,1,0,0,Low,-11.96
2511,28,DE,Retail,InApp,Android,38815.0,625,5,7.19,19,45.38,0.419,,0.084,0,0,0,0,0,0,1,1,0,Low,7.53
2512,62,FR,Retail,InApp,Web,49885.0,1324,6,2.16,12,60.74,0.743,0.053,0.051,1,0,0,0,0,1,1,0,0,Low,-6.89
2513,68,NL,Retail,Web,iOS,14115.0,527,9,12.72,27,16.24,0.28,0.267,0.127,1,0,0,0,0,0,1,0,0,Low,-36.43
2514,57,UK,Retail,Web,Android,41820.0,456,14,3.96,16,11.65,0.657,0.094,0.042,0,0,0,0,1,1,1,0,0,Medium,-0.28
2515,23,NL,SME,InApp,iOS,43272.0,67,14,11.49,22,40.33,0.664,0.067,0.112,0,0,0,0,0,0,1,0,0,Low,-21.77
2516,60,DE,Retail,Web,iOS,43287.0,1046,9,,21,32.29,0.378,0.087,0.027,1,0,0,0,0,0,1,0,0,Low,0.94
2517,53,BE,Retail,InApp,Android,20120.0,484,8,6.21,19,29.06,0.303,0.489,0.095,1,0,0,0,0,0,1,0,1,Low,-21.21
2518,45,BE,SME,Web,iOS,49151.0,182,9,7.79,29,76.83,0.515,0.297,0.113,1,0,0,0,0,0,1,0,0,Low,-12.13
2519,25,FR,Retail,InApp,Android,58957.0,715,12,7.8,25,28.91,0.229,,0.083,2,0,1,0,0,0,1,0,0,Low,-12.75
2520,69,BE,Retail,InApp,Android,48517.0,261,14,,29,23.13,0.365,0.192,0.053,2,0,0,0,0,0,1,1,0,Low,47.94
2521,41,IT,Retail,,Web,38333.0,1274,10,10.04,17,27.66,0.524,0.383,,0,1,0,0,0,0,1,0,0,Medium,-50.0
2522,20,ES,Retail,Partner,Web,85025.0,1122,8,5.8,22,26.1,0.515,0.06,0.169,2,0,0,0,0,0,1,0,0,Low,-42.85
2523,28,ES,Retail,Web,iOS,,1469,7,9.2,18,33.48,0.631,0.108,0.167,1,0,0,0,0,0,0,0,1,Medium,-46.8
2524,38,FR,Enterprise,Web,iOS,54375.0,1469,15,,39,123.67,0.379,0.077,0.065,0,1,0,0,0,0,1,1,0,Medium,50.9
2525,21,FR,Retail,Web,Web,45892.0,1256,10,7.39,11,14.33,0.119,0.176,,2,1,0,0,0,3,0,0,1,Medium,-50.0
2526,34,FR,Retail,Web,iOS,74197.0,756,8,,12,12.52,0.262,0.305,0.049,1,1,0,0,0,0,1,0,0,Medium,-17.56
2527,42,BE,SME,InApp,iOS,48188.0,261,7,4.1,37,31.08,0.512,0.466,0.052,1,0,0,0,0,1,1,0,0,Low,16.35
2528,67,DE,Retail,InApp,,51618.0,71,12,7.6,17,34.44,0.131,,0.088,1,0,0,0,0,0,1,1,0,Medium,6.09
2529,22,FR,SME,Web,Android,50091.0,143,16,3.92,28,87.47,0.548,0.746,0.016,1,1,0,0,0,0,1,0,0,Medium,17.19
2530,47,NL,Retail,InApp,iOS,,356,11,,17,29.97,0.373,0.37,0.085,1,1,0,0,0,2,0,0,0,High,-43.64
2531,65,NL,Retail,Web,iOS,28098.0,1325,7,8.51,14,52.65,0.405,0.49,0.005,1,0,0,0,0,1,0,0,1,Medium,10.48
2532,59,ES,Retail,InApp,Android,,324,11,3.75,20,55.9,0.207,0.035,0.109,1,0,0,0,0,1,0,0,0,Medium,-25.83
2533,66,NL,Retail,InApp,Android,57318.0,145,9,4.76,17,74.56,0.359,0.491,0.092,3,0,1,0,0,1,1,0,0,High,-27.23
2534,26,FR,Retail,InApp,iOS,45730.0,1403,11,,25,67.15,0.468,,0.103,0,0,0,0,0,1,1,1,0,Medium,56.12
2535,59,FR,Enterprise,Web,Android,38692.0,657,19,6.74,38,126.2,0.522,0.172,0.047,1,0,0,0,0,0,1,0,0,Low,41.55
2536,68,NL,SME,InApp,Android,63955.0,632,7,6.75,25,53.11,0.424,0.284,0.198,4,0,0,0,0,1,1,0,0,Medium,-50.0
2537,34,IT,SME,Web,iOS,10281.0,457,23,11.55,22,34.01,0.313,0.322,0.003,1,0,0,0,0,0,0,1,1,Low,78.5
2538,43,NL,Retail,InApp,iOS,21267.0,1421,7,3.99,24,11.22,0.142,0.491,0.041,0,0,0,0,0,1,0,0,0,Low,-9.67
2539,45,ES,Retail,InApp,iOS,8000.0,526,10,3.44,28,12.39,0.56,0.231,0.153,0,0,0,0,0,0,1,1,0,Medium,16.17
2540,43,UK,Retail,Web,iOS,61333.0,1290,13,8.36,18,45.43,0.312,0.233,0.076,0,0,0,0,1,0,1,0,0,Low,-16.22
2541,33,DE,Retail,InApp,Web,,1488,11,13.88,13,25.22,0.424,0.239,,0,0,0,0,0,0,0,0,1,Low,4.54
2542,68,NL,Retail,Web,iOS,,680,18,9.17,24,23.98,0.058,0.29,0.047,0,1,0,0,0,0,1,0,0,Medium,-4.09
2543,67,DE,Retail,InApp,Web,40252.0,1053,12,7.26,21,16.44,0.504,0.083,0.1,0,0,0,0,0,0,0,0,0,Low,-24.51
2544,37,DE,Retail,InApp,iOS,58371.0,44,11,8.33,12,40.19,0.585,0.216,0.053,0,0,0,0,0,0,1,0,0,Medium,-18.93
2545,59,DE,Retail,InApp,iOS,39972.0,1173,10,6.24,23,6.12,0.199,0.25,0.031,0,0,0,0,0,0,1,1,0,Low,44.9
2546,38,IT,Retail,Web,Android,48559.0,1459,9,11.1,13,16.34,0.286,0.258,0.065,0,0,0,0,0,0,1,1,1,Low,21.08
2547,59,DE,Retail,InApp,Android,46216.0,298,6,4.96,20,27.89,0.483,0.417,0.146,1,1,1,0,0,2,1,0,0,High,-50.0
2548,48,ES,Retail,InApp,iOS,47403.0,22,9,,18,31.86,0.172,0.116,0.011,1,0,0,0,0,0,0,0,0,Low,5.08
2549,42,NL,Enterprise,Web,iOS,68956.0,72,12,12.17,47,113.01,0.355,0.538,0.028,2,0,0,0,0,0,0,1,0,Low,252.44
2550,24,IT,Retail,Partner,Android,16009.0,1285,12,7.85,15,19.81,0.595,0.009,0.041,0,0,0,0,0,0,1,0,0,Low,-6.85
2551,52,DE,Retail,Web,,40906.0,371,10,9.74,21,13.57,0.692,0.211,0.107,1,0,0,0,0,0,1,0,0,Low,-29.61
2552,34,BE,Retail,Web,Android,45168.0,623,5,4.65,17,33.45,0.387,0.058,0.11,2,0,0,0,0,1,1,0,0,Medium,-40.96
2553,29,FR,Retail,InApp,Android,42773.0,508,13,5.48,18,28.72,0.447,0.101,0.08,1,1,0,0,0,0,1,0,0,Medium,-32.63
2554,28,NL,Retail,InApp,iOS,35634.0,456,8,7.58,13,20.58,0.566,0.49,0.061,0,0,0,0,0,0,1,0,0,Low,-4.23
2555,69,ES,SME,Web,Android,33445.0,253,14,8.0,24,55.22,0.197,0.279,0.07,1,1,1,0,0,0,1,0,1,Medium,-9.76
2556,23,DE,Retail,Web,,66480.0,616,8,6.53,21,30.37,0.515,0.25,0.059,0,0,0,0,0,0,1,0,0,Low,-13.26
2557,59,FR,Retail,Web,Web,40868.0,1387,10,3.2,24,14.92,0.28,0.288,0.107,0,0,0,0,0,1,1,0,0,Medium,-27.37
2558,63,FR,Retail,Web,,,539,9,8.51,10,30.47,0.488,0.527,0.069,1,1,0,0,0,0,1,0,0,Medium,-30.35
2559,19,FR,Retail,Web,Android,50452.0,1203,10,7.83,25,46.86,0.325,0.01,0.09,0,0,0,1,0,2,1,0,1,High,-10.8
2560,48,NL,Enterprise,InApp,Web,37366.0,1035,11,10.59,49,151.72,0.521,0.371,,0,2,0,0,0,1,1,1,0,Medium,205.24
2561,48,NL,SME,InApp,Android,,1197,17,2.4,25,89.74,0.193,0.552,0.134,2,0,0,0,1,0,1,0,0,Medium,-23.59
2562,36,NL,Retail,Partner,iOS,,862,5,4.16,17,22.04,0.098,0.255,0.047,1,1,1,0,0,0,1,0,0,Medium,-24.44
2563,52,DE,SME,InApp,iOS,63472.0,561,14,5.34,44,144.26,0.6,0.201,0.017,0,0,0,0,0,0,1,1,1,Low,139.46
2564,39,NL,Retail,InApp,iOS,23316.0,390,5,0.86,21,24.73,0.428,0.285,0.017,1,0,0,0,0,0,1,0,0,Low,4.92
2565,40,IT,Retail,InApp,Android,,425,8,9.0,14,55.18,0.227,0.616,0.036,0,0,0,0,0,0,1,0,0,Low,-7.02
2566,40,BE,SME,Web,Android,,794,6,5.63,24,50.45,0.412,0.547,0.012,1,0,0,0,0,1,0,1,0,Medium,117.95
2567,59,FR,Retail,Web,Android,55371.0,610,8,5.76,23,17.59,0.612,0.265,0.033,0,1,0,0,0,0,0,0,0,Low,-7.8
2568,50,DE,Enterprise,Web,Android,46574.0,611,15,7.45,47,295.29,0.12,0.293,0.071,0,1,1,0,0,0,1,0,0,Medium,63.51
2569,37,DE,Retail,,Android,52760.0,557,10,3.86,15,48.66,0.179,0.242,0.009,1,0,0,0,0,0,1,0,0,Low,3.35
2570,66,BE,Retail,InApp,iOS,50407.0,1381,7,6.23,21,40.03,0.207,0.187,0.107,0,0,0,0,0,0,1,1,0,Low,24.42
2571,59,DE,Retail,InApp,iOS,18314.0,967,8,10.04,23,54.65,0.569,0.184,0.067,0,0,0,0,0,0,0,0,0,Low,-5.64
2572,66,DE,SME,Web,Web,46500.0,1339,18,2.33,32,20.28,0.131,0.398,0.074,1,0,0,1,0,2,0,1,1,High,76.01
2573,55,BE,Retail,InApp,iOS,63068.0,1392,11,4.86,26,17.83,0.299,,0.36,1,0,0,0,0,0,1,0,0,Medium,-50.0
2574,38,BE,SME,Web,iOS,44748.0,928,17,8.55,40,46.32,0.163,0.524,0.074,1,1,0,0,0,0,1,0,0,Medium,-3.58
2575,58,IT,Retail,InApp,iOS,21041.0,143,14,12.78,13,14.28,0.724,0.399,0.031,1,2,0,0,0,1,0,0,1,Medium,-17.43
2576,35,DE,Retail,Web,Web,36658.0,1448,9,9.99,21,25.68,0.515,0.05,0.13,1,0,0,0,0,1,1,1,0,Medium,-18.41
2577,32,BE,Retail,InApp,iOS,50908.0,721,11,7.72,16,21.64,0.417,0.444,0.057,2,0,0,0,0,0,1,0,0,Low,-17.59
2578,41,NL,Retail,Web,Android,70730.0,567,5,12.47,20,21.28,0.247,,0.054,1,1,0,0,0,0,0,0,0,Medium,-24.83
2579,68,DE,Retail,Web,iOS,10698.0,624,11,4.81,17,18.95,0.136,0.314,0.004,0,0,0,0,0,0,0,0,0,Low,-4.05
2580,47,UK,Retail,InApp,iOS,47780.0,138,9,10.57,12,27.36,0.175,0.072,0.042,1,0,0,0,0,0,1,0,0,Low,-13.05
2581,37,NL,Retail,InApp,Android,,998,11,9.04,22,16.47,0.639,0.142,0.026,1,0,0,0,0,0,1,1,0,Low,34.99
2582,42,FR,Retail,InApp,Android,50124.0,78,8,,19,25.03,0.482,0.055,0.174,0,1,1,0,0,0,1,0,0,High,-50.0
2583,33,BE,Retail,InApp,,51405.0,1083,8,13.66,23,43.39,0.072,0.385,0.001,1,0,0,0,0,0,1,0,1,Low,13.66
2584,52,NL,SME,Web,iOS,38270.0,1251,12,5.46,23,89.78,0.557,0.475,0.133,0,1,1,0,0,0,1,1,0,Medium,69.98
2585,36,IT,Retail,InApp,Web,52106.0,637,10,6.49,23,30.1,0.286,0.124,0.107,1,0,0,0,0,1,1,0,0,Medium,-28.57
2586,46,BE,SME,Web,Android,60238.0,579,11,7.15,25,191.3,0.106,0.166,0.029,0,0,0,0,0,0,1,1,0,Low,87.43
2587,37,ES,Retail,InApp,Web,39367.0,1012,5,10.93,16,8.39,0.459,0.265,0.153,0,0,0,0,0,0,1,0,0,Medium,-50.0
2588,34,BE,SME,Web,iOS,20605.0,1291,9,3.19,29,69.78,0.118,0.26,0.05,2,1,0,0,0,1,1,0,0,High,-25.89
2589,68,IT,Retail,InApp,iOS,64809.0,149,9,10.82,13,10.46,0.586,0.123,0.012,0,0,0,0,0,0,1,0,0,Low,3.02
2590,35,DE,Retail,InApp,iOS,55259.0,691,13,0.73,18,29.02,0.133,0.205,0.202,2,0,0,0,0,0,1,0,0,Low,-50.0
2591,21,BE,Retail,InApp,Android,51020.0,489,9,8.71,20,39.61,0.149,0.342,0.047,0,2,0,0,0,1,1,1,1,High,30.62
2592,37,UK,Retail,Web,Android,30945.0,23,4,4.33,24,26.99,0.549,,0.048,0,0,0,0,0,0,1,0,0,Low,0.63
2593,45,DE,Retail,InApp,Android,57767.0,19,8,6.56,20,9.49,0.536,0.246,0.124,4,0,1,0,0,0,1,1,0,High,-12.29
2594,22,DE,Retail,Web,iOS,74679.0,796,9,6.11,18,61.75,0.74,0.054,0.061,1,0,0,0,0,1,1,1,0,Low,-0.86
2595,33,IT,SME,InApp,iOS,40059.0,1147,11,,29,24.79,0.333,0.14,0.122,1,0,0,0,0,0,0,1,0,Low,4.5
2596,26,FR,Retail,Partner,iOS,43512.0,894,11,7.95,18,15.63,0.269,0.469,0.005,1,1,1,0,0,0,0,0,0,High,-13.21
2597,44,UK,Retail,Web,Android,24957.0,378,6,11.54,15,49.92,0.094,0.413,0.046,1,0,0,0,0,1,1,0,1,Medium,-6.91
2598,55,FR,Enterprise,Web,iOS,30487.0,681,20,3.72,34,184.86,0.454,0.288,0.127,2,0,0,0,0,0,0,0,0,Low,11.05
2599,68,ES,Retail,Web,iOS,24807.0,1448,8,7.65,26,6.55,0.356,0.035,0.038,0,0,0,0,0,0,1,0,0,Low,-9.31
2600,38,ES,Retail,InApp,iOS,44093.0,1258,6,8.14,10,25.75,0.196,0.487,0.125,0,0,0,0,0,1,1,0,0,Medium,-50.0
2601,62,FR,Enterprise,Web,iOS,36548.0,185,12,6.36,49,192.68,0.492,0.173,0.076,1,1,0,0,0,0,1,1,0,Medium,108.36
2602,29,DE,Retail,InApp,Web,47965.0,968,11,7.66,20,43.93,0.254,0.476,0.259,1,0,0,0,0,0,1,1,1,Low,20.64
2603,58,NL,SME,Web,iOS,27730.0,939,9,6.7,28,118.69,0.621,0.131,0.007,3,1,0,0,0,0,0,0,0,Medium,17.16
2604,47,FR,SME,InApp,,39319.0,551,10,12.12,21,90.88,0.427,0.435,0.183,1,0,0,0,0,0,1,0,0,Low,-31.08
2605,57,ES,Retail,InApp,Android,26743.0,551,8,9.8,19,26.32,0.246,0.38,0.107,4,0,0,0,0,0,1,0,0,Medium,-36.21
2606,57,BE,Retail,Web,Android,45001.0,1080,8,9.11,19,17.85,0.146,0.042,0.043,2,0,0,1,0,0,1,1,1,Medium,4.01
2607,45,NL,Retail,InApp,Android,15883.0,1402,10,14.2,11,36.2,0.077,0.355,0.011,0,0,0,0,0,0,1,0,0,Low,8.63
2608,31,DE,SME,InApp,Android,44425.0,484,10,6.94,26,60.91,0.532,0.107,0.078,1,0,0,0,0,1,0,1,0,Medium,23.31
2609,45,BE,SME,InApp,Android,37540.0,1391,20,9.79,23,120.53,0.224,0.615,0.074,0,0,0,0,0,1,1,1,0,Low,138.94
2610,60,ES,Retail,Web,iOS,44895.0,1258,10,5.44,13,41.61,0.458,0.178,0.034,0,0,0,0,0,0,1,1,0,Low,30.93
2611,68,NL,Retail,InApp,Web,15564.0,85,6,7.33,21,8.83,0.207,0.029,0.137,1,0,0,0,0,0,0,0,0,Low,-42.77
2612,66,FR,Retail,InApp,iOS,52475.0,425,11,6.5,23,121.19,0.603,0.098,0.014,0,0,0,0,0,0,1,0,0,Low,26.95
2613,27,UK,Retail,Partner,iOS,37220.0,665,8,7.69,11,25.5,0.365,0.083,0.096,2,0,0,0,0,1,1,0,0,High,-45.94
2614,49,IT,SME,Partner,iOS,45474.0,1002,11,9.72,26,88.92,0.316,0.532,0.012,0,0,0,0,0,0,1,0,0,Low,32.73
2615,23,NL,Retail,InApp,Android,12079.0,345,11,7.39,19,9.21,0.559,0.106,0.092,3,0,1,0,0,1,1,0,0,Medium,-35.38
2616,52,IT,Retail,InApp,iOS,22116.0,626,8,8.48,19,25.03,0.659,0.471,0.144,4,0,0,0,0,1,0,1,0,High,15.79
2617,69,FR,SME,InApp,iOS,35758.0,145,9,5.55,26,41.07,0.407,0.242,0.165,1,0,0,0,0,0,1,0,1,Medium,-45.3
2618,20,UK,Retail,Partner,iOS,64008.0,158,7,4.03,16,47.57,0.242,0.08,0.028,0,0,0,0,0,0,1,0,0,Low,15.03
2619,52,NL,Retail,InApp,iOS,50436.0,656,9,6.93,14,18.81,0.263,0.083,0.026,0,0,0,0,0,0,1,0,0,Low,-2.85
2620,67,BE,Retail,InApp,iOS,44078.0,947,7,,20,24.13,0.272,,0.073,0,0,0,0,0,0,1,0,0,Low,-16.68
2621,62,FR,Retail,InApp,Web,27211.0,682,6,10.51,15,6.42,0.466,0.703,0.033,1,0,0,0,0,0,0,0,0,Low,-12.68
2622,38,DE,Retail,InApp,iOS,24300.0,578,7,8.34,10,19.89,0.5,0.158,0.109,1,0,0,0,0,0,1,0,0,Low,-24.03
2623,23,BE,Retail,InApp,Web,46426.0,750,10,6.53,13,115.85,0.519,0.384,0.094,0,0,0,0,0,1,1,0,0,High,-34.87
2624,66,FR,Retail,Web,Android,53211.0,953,15,7.96,21,35.81,0.082,0.364,0.06,1,0,0,0,0,0,1,1,0,Low,61.31
2625,65,FR,Retail,InApp,Android,45344.0,1073,10,,24,19.88,0.17,0.107,0.009,0,0,0,0,0,1,0,0,0,Medium,-6.26
2626,48,NL,Retail,InApp,Web,,813,6,3.89,20,42.58,0.434,0.312,0.057,2,0,0,0,0,0,1,0,0,Medium,-17.72
2627,68,BE,Retail,Web,iOS,31081.0,144,4,6.73,12,17.31,0.202,0.333,0.161,2,0,0,0,0,0,0,1,1,Low,-13.17
2628,18,NL,SME,InApp,Android,44870.0,69,8,7.01,29,67.4,0.219,0.203,0.024,0,0,0,0,0,0,1,1,0,Low,91.51
2629,50,IT,Retail,InApp,iOS,14909.0,519,9,9.82,18,40.44,0.245,0.124,0.044,2,0,0,0,0,0,1,0,0,Low,-10.98
2630,20,IT,Retail,InApp,iOS,45377.0,313,8,2.74,16,40.67,0.698,0.244,0.056,1,0,0,0,0,0,1,0,0,Low,-8.14
2631,66,DE,SME,Web,iOS,,808,12,6.19,18,367.21,0.478,0.315,0.039,1,2,1,0,0,0,1,0,0,Medium,3.28
2632,53,NL,Retail,InApp,Android,25336.0,1052,5,10.78,19,9.43,0.153,0.037,0.062,0,0,0,0,0,0,0,0,0,Low,-12.24
2633,65,NL,Retail,Web,Android,55474.0,383,9,6.45,10,25.66,0.196,0.165,0.044,0,0,0,0,0,0,1,0,0,Low,-18.26
2634,47,BE,SME,InApp,iOS,65057.0,705,13,,25,100.33,0.157,0.138,0.022,0,0,0,0,0,0,1,0,0,Low,21.17
2635,22,ES,Retail,InApp,Android,30965.0,333,7,8.81,15,40.82,0.26,0.131,0.083,1,1,0,0,0,1,0,0,0,High,-50.0
2636,19,BE,Retail,InApp,iOS,49471.0,703,10,9.88,15,46.1,0.547,0.365,0.002,0,0,0,0,0,1,1,0,0,Medium,2.99
2637,35,NL,Retail,InApp,iOS,67274.0,571,7,6.73,28,14.96,0.369,0.393,0.059,0,1,0,0,0,0,1,0,0,Medium,-16.65
2638,56,NL,Retail,InApp,iOS,45688.0,10,5,3.14,20,17.35,0.323,0.37,0.021,0,0,0,0,0,0,1,1,0,Low,62.34
2639,25,DE,Retail,Web,Android,54587.0,1000,12,7.01,17,46.22,0.581,0.238,0.189,1,0,0,0,0,0,1,0,0,Low,-50.0
2640,62,ES,Retail,InApp,Android,13617.0,459,8,9.02,18,56.26,0.307,0.144,0.084,3,0,1,0,0,0,0,0,1,High,-33.75
2641,30,FR,Retail,InApp,iOS,51554.0,1123,4,10.89,23,11.94,0.244,0.136,0.045,0,0,0,0,0,0,0,0,1,Low,1.76
2642,43,FR,SME,Partner,iOS,50276.0,1006,12,4.88,23,20.02,0.397,0.093,0.174,4,0,0,0,0,0,0,0,0,Medium,-50.0
2643,28,DE,Retail,InApp,Android,,298,11,6.52,11,34.94,0.439,0.032,0.052,1,0,0,0,0,0,1,0,0,Low,-5.95
2644,42,IT,Retail,InApp,Android,26571.0,1331,7,6.36,19,30.67,0.357,0.047,0.017,0,0,0,0,0,0,1,0,0,Low,11.51
2645,41,DE,Retail,InApp,iOS,51664.0,40,6,12.46,21,19.98,0.565,0.218,0.011,0,0,0,0,0,0,1,1,0,Low,52.78
2646,18,ES,SME,InApp,Android,,863,10,7.1,28,128.08,0.254,0.211,0.029,0,0,0,0,0,1,0,0,1,Medium,29.41
2647,47,IT,Retail,Partner,Android,59791.0,1205,10,8.39,19,37.95,0.592,0.185,0.117,0,0,0,0,0,0,1,0,0,Low,-34.4
